,Address
9578,"1700 GRADY AVE, Charlottesville VA"
9579,"2100 IVY RD, Charlottesville VA"
9580,"600 E MARKET ST, Charlottesville VA"
9581,"600 E MARKET ST, Charlottesville VA"
9582,"200 CARLTON RD, Charlottesville VA"
9583,"1100 5TH ST SW, Charlottesville VA"
9584,"1400 MELBOURNE RD, Charlottesville VA"
9585,"1100 5TH ST SW, Charlottesville VA"
9586,"800 RIDGE ST, Charlottesville VA"
9587,"1600 EMMET ST, Charlottesville VA"
9588,"2000 JEFFERSON PARK AVE, Charlottesville VA"
9589,"300 7TH ST SW, Charlottesville VA"
9590,"300 PRESTON AVE, Charlottesville VA"
9591,"800 CHERRY AVE, Charlottesville VA"
9592,"500 W MAIN ST, Charlottesville VA"
9593,"400 AVON ST, Charlottesville VA"
9594," BARRACKS RD / MILLMONT, Charlottesville VA"
9595,"500 W MAIN ST, Charlottesville VA"
9596,"400 2ND ST NE, Charlottesville VA"
9597,"100 RUGBY RD, Charlottesville VA"
9598,"600 MARKET ST, Charlottesville VA"
9599,"1400 PEN PARK RD, Charlottesville VA"
9600,"2100 ANGUS RD, Charlottesville VA"
9601,"1000 E JEFFERSON ST, Charlottesville VA"
9602,"1700 CONCORD DR, Charlottesville VA"
9603,"2400 FONTAINE AVE, Charlottesville VA"
9604,"2200 NORTH BERKSHIRE RD, Charlottesville VA"
9605,"500 HARRIS RD, Charlottesville VA"
9606,"2300 FONTAINE AVE, Charlottesville VA"
9607,"1500 UNIVERSITY AVE, Charlottesville VA"
9608,"500 MAIN ST, Charlottesville VA"
9609,"1800 JEFFERSON PARK AVE, Charlottesville VA"
9610,"600 E MARKET ST, Charlottesville VA"
9611,"400 E MARKET ST, Charlottesville VA"
9612,"800 PROSPECT AVE, Charlottesville VA"
9613,"700 HARRIS ST, Charlottesville VA"
9614,"200 STRIBLING AVE, Charlottesville VA"
9615," PARK ST / E HIGH ST, Charlottesville VA"
9616,"700 CHERRY AVE, Charlottesville VA"
9617," ALLEN DR / WILLARD DR, Charlottesville VA"
9618,"1400 FLORENCE RD, Charlottesville VA"
9619,"600 E MARKET ST, Charlottesville VA"
9620,"900 RAYMOND RD, Charlottesville VA"
9621,"400 RIDGE MCINTIRE RD, Charlottesville VA"
9622,"900 PAGE ST, Charlottesville VA"
9623,"1700 JEFFERSON PARK AVE, Charlottesville VA"
9624,"1800 JEFFERSON PARK AVE, Charlottesville VA"
9625,"300 W MAIN ST, Charlottesville VA"
9626,"2100 BARRACKS RD, Charlottesville VA"
9627,"300 11TH ST NW, Charlottesville VA"
9628,"800 ESTES ST, Charlottesville VA"
9629,"1900 JEFFERSON PARK AVE, Charlottesville VA"
9630," MEADE AVE / MARKET, Charlottesville VA"
9631,"400 RIDGE MCINTIRE RD, Charlottesville VA"
9632,"900 ST CLAIR AVE, Charlottesville VA"
9633,"1500 E MARKET ST, Charlottesville VA"
9634,"1500 GRADY AVE, Charlottesville VA"
9635,"900 ST CLAIR AVE, Charlottesville VA"
9636,"800 W MAIN ST, Charlottesville VA"
9637,"1800 EMMET ST N, Charlottesville VA"
9638,"1000 BLUE RIDGE RD, Charlottesville VA"
9639,"700 CONCORD AVE, Charlottesville VA"
9640,"1200 BELLEVIEW AVE, Charlottesville VA"
9641,"500 SPRING LN, Charlottesville VA"
9642,"600 E MARKET ST, Charlottesville VA"
9643,"500 BROWN ST, Charlottesville VA"
9644,"1700 GORDON AVE, Charlottesville VA"
9645,"700 6TH ST SE, Charlottesville VA"
9646,"400 GARRETT ST, Charlottesville VA"
9647," HARRIS ST / CONCORD AVE, Charlottesville VA"
9648,"900 RIVES ST, Charlottesville VA"
9649,"300 SPRING CT, Charlottesville VA"
9650,"800 STONEHENGE AVE, Charlottesville VA"
9651,"200 W WATER ST, Charlottesville VA"
9652,"1300 CARLTON AVE, Charlottesville VA"
9653,"200 W MARKET ST, Charlottesville VA"
9654,"600 W MAIN ST, Charlottesville VA"
9655,"1000 MONTROSE AVE, Charlottesville VA"
9656,"900 MONTROSE AVE, Charlottesville VA"
9657,"500 COMMERCE ST, Charlottesville VA"
9658,"800 HARDY DR, Charlottesville VA"
9659,"1300 GORDON AVE, Charlottesville VA"
9660,"200 5TH ST SW, Charlottesville VA"
9661,"800 5TH ST SW, Charlottesville VA"
9662,"600 DICE ST, Charlottesville VA"
9663,"300 E MAIN ST, Charlottesville VA"
9664,"800 HARDY DR, Charlottesville VA"
9665,"1500 GROVE RD, Charlottesville VA"
9666,"300 250 BYPASS, Charlottesville VA"
9667,"300 10TH ST NW, Charlottesville VA"
9668,"1100 ST CHARLES CT, Charlottesville VA"
9669,"500 W MAIN ST, Charlottesville VA"
9670,"1000 LONG ST, Charlottesville VA"
9671,"300 8TH ST NW, Charlottesville VA"
9672,"600 PRESTON AVE, Charlottesville VA"
9673,"800 PRESTON AVE, Charlottesville VA"
9674,"200 CREAM ST, Charlottesville VA"
9675,"600 E MARKET ST, Charlottesville VA"
9676,"400 13TH ST NW, Charlottesville VA"
9677,"900 WEST ST, Charlottesville VA"
9678,"900 ROCK CREEK RD, Charlottesville VA"
9679,"200 W MAIN ST, Charlottesville VA"
9680,"1200 AVON ST, Charlottesville VA"
9681,"1800 EMMET ST, Charlottesville VA"
9682,"900 EMMET ST N, Charlottesville VA"
9683,"1700 JEFFERSON PARK AVE, Charlottesville VA"
9684,"500 E MARKET ST, Charlottesville VA"
9685,"800 HARDY DR, Charlottesville VA"
9686,"600 E MARKET ST, Charlottesville VA"
9687,"500 9TH ST SW, Charlottesville VA"
9688,"1000 CHERRY AVE, Charlottesville VA"
9689,"1200 BELLEVIEW AVE, Charlottesville VA"
9690,"900 ANDERSON ST, Charlottesville VA"
9691,"100 SOUTH ST, Charlottesville VA"
9692,"2400 FONTAINE AVE, Charlottesville VA"
9693,"1000 PRESTON AVE, Charlottesville VA"
9694,"800 W MAIN ST, Charlottesville VA"
9695,"800 ST CLAIR AVE, Charlottesville VA"
9696,"100 WATERBURY CT, Charlottesville VA"
9697,"1100 EMMET ST N, Charlottesville VA"
9698,"400 EMMET ST, Charlottesville VA"
9699,"500 1ST ST S, Charlottesville VA"
9700,"1000 FOREST HILLS AVE, Charlottesville VA"
9701,"100 OBSERVATORY AVE, Charlottesville VA"
9702,"900 1ST ST S, Charlottesville VA"
9703,"800 RIDGE ST, Charlottesville VA"
9704,"400 E HIGH ST, Charlottesville VA"
9705,"500 PARK ST, Charlottesville VA"
9706,"500 W MAIN ST, Charlottesville VA"
9707,"1700 HYDRAULIC RD, Charlottesville VA"
9708,"900 EMMET ST, Charlottesville VA"
9709," 4TH ST NE / HIGH, Charlottesville VA"
9710,"1800 HYDRAULIC RD, Charlottesville VA"
9711,"900 WOODFOLK DR, Charlottesville VA"
9712,"200 SHAMROCK RD, Charlottesville VA"
9713,"1500 CHERRY AVE, Charlottesville VA"
9714," 7 1/2 ST SW, Charlottesville VA"
9715,"1100 EMMET ST N, Charlottesville VA"
9716,"800 MONTICELLO RD, Charlottesville VA"
9717,"300 RIVERSIDE AVE, Charlottesville VA"
9718,"1500 DAIRY RD, Charlottesville VA"
9719,"100 SEMINOLE CT, Charlottesville VA"
9720,"100 LAUREL CIR, Charlottesville VA"
9721,"2200 NORTH BERKSHIRE RD, Charlottesville VA"
9722,"200 PALATINE AVE, Charlottesville VA"
9723,"1300 RIVERDALE DR, Charlottesville VA"
9724,"2200 ANGUS RD, Charlottesville VA"
9725,"600 PALATINE AVE, Charlottesville VA"
9726,"500 9TH ST SW, Charlottesville VA"
9727,"2300 HIGHLAND AVE, Charlottesville VA"
9728,"1300 LONG ST, Charlottesville VA"
9729,"1700 EMMET ST N, Charlottesville VA"
9730,"100 DANBURY CT, Charlottesville VA"
9731,"1400 MELBOURNE RD, Charlottesville VA"
9732,"800 HARDY DR, Charlottesville VA"
9733,"600 WILDER DR, Charlottesville VA"
9734,"1300 LONG ST, Charlottesville VA"
9735,"100 MARKET ST, Charlottesville VA"
9736,"800 W MAIN ST, Charlottesville VA"
9737,"400 GARRETT ST, Charlottesville VA"
9738,"1400 HAMPTON ST, Charlottesville VA"
9739,"1300 CHERRY AVE, Charlottesville VA"
9740,"700 PROSPECT AVE, Charlottesville VA"
9741,"200 250 BYPASS, Charlottesville VA"
9742,"200 W WATER ST, Charlottesville VA"
9743,"100 14TH ST NW, Charlottesville VA"
9744,"500 ELLIOTT AVE, Charlottesville VA"
9745,"100 EMMET ST, Charlottesville VA"
9746,"2000 MORTON DR, Charlottesville VA"
9747,"500 WATER ST, Charlottesville VA"
9748,"900 EMMET ST E, Charlottesville VA"
9749,"100 MONTICELLO AVE, Charlottesville VA"
9750,"200 E JEFFERSON ST, Charlottesville VA"
9751,"900 RIVES ST, Charlottesville VA"
9752,"1200 LONG ST, Charlottesville VA"
9753,"900 SW ADAM RDG SE, Charlottesville VA"
9754,"1200 HARRIS ST, Charlottesville VA"
9755,"2100 IVY RD, Charlottesville VA"
9756,"600 HARRIS RD, Charlottesville VA"
9757,"2400 ARLINGTON BLVD, Charlottesville VA"
9758," HARRIS ST / CONCORD AVE, Charlottesville VA"
9759,"400 E WATER ST, Charlottesville VA"
9760,"1100 CHERRY AVE, Charlottesville VA"
9761,"300 CAMELIA DR, Charlottesville VA"
9762,"700 PROSPECT AVE, Charlottesville VA"
9763,"500 CLEVELAND AVE, Charlottesville VA"
9764,"900 RIVES ST, Charlottesville VA"
9765,"500 1ST ST S, Charlottesville VA"
9766,"600 W MAIN ST, Charlottesville VA"
9767,"1400 SHORT 18TH ST, Charlottesville VA"
9768,"1600 MARKET ST, Charlottesville VA"
9769,"100 BLINCOE LN, Charlottesville VA"
9770,"900 HENRY AVE, Charlottesville VA"
9771,"300 250 BYPASS, Charlottesville VA"
9772,"100 BROOKWOOD DR, Charlottesville VA"
9773,"400 VALLEY RD EXT, Charlottesville VA"
9774,"1100 EMMET ST N, Charlottesville VA"
9775,"1000 CHERRY AVE, Charlottesville VA"
9776,"1200 CEDARS CT, Charlottesville VA"
9777,"100 GARRETT ST, Charlottesville VA"
9778,"100 MONTICELLO AVE, Charlottesville VA"
9779,"200 WATER ST, Charlottesville VA"
9780,"500 1ST ST S, Charlottesville VA"
9781,"700 PRESTON AVE, Charlottesville VA"
9782,"200 DICE ST, Charlottesville VA"
9783,"1300 MOUNTAIN VIEW ST, Charlottesville VA"
9784,"600 PALATINE AVE, Charlottesville VA"
9785,"100 14TH ST NW, Charlottesville VA"
9786,"800 RIDGE ST, Charlottesville VA"
9787,"500 12TH ST NW, Charlottesville VA"
9788,"300 E MAIN ST, Charlottesville VA"
9789,"1100 EMMET ST N, Charlottesville VA"
9790,"500 LEXINGTON AVE, Charlottesville VA"
9791,"1900 ARLINGTON BLVD, Charlottesville VA"
9792,"100 NORTH BAKER ST, Charlottesville VA"
9793,"100 HURST LN, Charlottesville VA"
9794,"100 WATERBURY CT, Charlottesville VA"
9795,"100 MARKET ST, Charlottesville VA"
9796,"1500 UNIVERSITY AVE, Charlottesville VA"
9797,"200 15TH ST NW, Charlottesville VA"
9798,"100 GREENWICH CT, Charlottesville VA"
9799,"1400 EMMET ST N, Charlottesville VA"
9800,"100 WATERBURY CT, Charlottesville VA"
9801,"1400 MIDLAND ST, Charlottesville VA"
9802,"500 RUGBY RD, Charlottesville VA"
9803,"400 COMMERCE ST, Charlottesville VA"
9804,"2000 HOLIDAY DR, Charlottesville VA"
9805,"1100 PAGE ST, Charlottesville VA"
9806,"1900 EMMET ST N, Charlottesville VA"
9807,"200 14TH ST NW, Charlottesville VA"
9808," <UNKNOWN>, Charlottesville VA"
9809,"100 OLD PRESTON AVE, Charlottesville VA"
9810,"800 W MAIN ST, Charlottesville VA"
9811,"1600 MULBERRY AVE, Charlottesville VA"
9812,"100 OLD PRESTON AVE, Charlottesville VA"
9813,"1600 MERIDIAN ST, Charlottesville VA"
9814,"300 14TH ST NW, Charlottesville VA"
9815,"1300 GORDON AVE, Charlottesville VA"
9816,"700 PROSPECT AVE, Charlottesville VA"
9817,"900 BELMONT AVE, Charlottesville VA"
9818,"1500 GROVE RD, Charlottesville VA"
9819,"600 E MARKET ST, Charlottesville VA"
9820,"1600 CONCORD DR, Charlottesville VA"
9821," CABELL AVE, Charlottesville VA"
9822,"1800 MONTICELLO AVE, Charlottesville VA"
9823,"200 JEANETTE LANCASTER WAY, Charlottesville VA"
9824,"100 LANKFORD AVE, Charlottesville VA"
9825,"900 KING ST, Charlottesville VA"
9826,"500 MAIN ST, Charlottesville VA"
9827,"200 CREAM ST, Charlottesville VA"
9828,"700 PROSPECT AVE, Charlottesville VA"
9829,"500 HARRIS RD, Charlottesville VA"
9830,"500 W MAIN ST, Charlottesville VA"
9831,"2400 JEFFERSON PARK AVE, Charlottesville VA"
9832,"1600 MERIDIAN ST, Charlottesville VA"
9833,"500 PRESTON AVE, Charlottesville VA"
9834,"1100 EMMET ST, Charlottesville VA"
9835,"900 FOREST ST, Charlottesville VA"
9836,"2500 JEFFERSON PARK AVE, Charlottesville VA"
9837,"500 W MAIN ST, Charlottesville VA"
9838,"700 MADISON AVE, Charlottesville VA"
9839,"400 17TH ST NW, Charlottesville VA"
9840,"1700 ROSE HILL DR, Charlottesville VA"
9841,"100 BROOKWOOD DR, Charlottesville VA"
9842,"1600 E MARKET ST, Charlottesville VA"
9843,"300 RIDGE ST, Charlottesville VA"
9844,"1900 BARRACKS RD, Charlottesville VA"
9845,"500 W MAIN ST, Charlottesville VA"
9846,"1200 AVON ST, Charlottesville VA"
9847,"500 W MAIN ST, Charlottesville VA"
9848,"2200 BARRACKS RD, Charlottesville VA"
9849,"200 HOLLY DR, Charlottesville VA"
9850,"1900 EMMET ST N, Charlottesville VA"
9851,"800 CHERRY AVE, Charlottesville VA"
9852,"600 E MARKET ST, Charlottesville VA"
9853,"1400 E HIGH ST, Charlottesville VA"
9854,"1100 GORDON AVE, Charlottesville VA"
9855,"1800 EMMET ST N, Charlottesville VA"
9856,"1300 CARLTON AVE, Charlottesville VA"
9857,"200 STRIBLING AVE, Charlottesville VA"
9858,"700 DALE AVE, Charlottesville VA"
9859,"500 W MAIN ST, Charlottesville VA"
9860,"1900 EMMET ST N, Charlottesville VA"
9861,"1400 VINE ST, Charlottesville VA"
9862,"1700 JEFFERSON PARK AVE, Charlottesville VA"
9863,"1200 WERTLAND ST, Charlottesville VA"
9864,"1400 MELBOURNE RD, Charlottesville VA"
9865,"1500 VIRGINIA AVE, Charlottesville VA"
9866,"800 RIDGE ST, Charlottesville VA"
9867,"1600 MERIDIAN ST, Charlottesville VA"
9868,"600 MARKET ST, Charlottesville VA"
9869,"100 STADIUM RD, Charlottesville VA"
9870,"100 W MARKET ST, Charlottesville VA"
9871,"500 W MAIN ST, Charlottesville VA"
9872,"600 E MARKET ST, Charlottesville VA"
9873,"100 W MAIN ST, Charlottesville VA"
9874,"300 W MAIN ST, Charlottesville VA"
9875,"100 DANBURY CT, Charlottesville VA"
9876,"500 W MAIN ST, Charlottesville VA"
9877,"400 13TH ST NW, Charlottesville VA"
9878,"1700 ROSE HILL DR, Charlottesville VA"
9879,"1000 MONTICELLO RD, Charlottesville VA"
9880,"700 PRESTON AVE, Charlottesville VA"
9881,"100 BARBOUR DR, Charlottesville VA"
9882,"1300 RIVERDALE DR, Charlottesville VA"
9883,"1200 W MAIN ST, Charlottesville VA"
9884,"400 1ST ST N, Charlottesville VA"
9885,"2200 NORTH BERKSHIRE RD, Charlottesville VA"
9886,"300 5TH ST SW, Charlottesville VA"
9887,"1400 EMMET ST N, Charlottesville VA"
9888,"200 W MAIN ST, Charlottesville VA"
9889,"900 EMMET ST N, Charlottesville VA"
9890,"1400 GRADY AVE, Charlottesville VA"
9891,"200 ALBEMARLE ST, Charlottesville VA"
9892,"800 HARDY DR, Charlottesville VA"
9893,"1200 EMMET ST N, Charlottesville VA"
9894,"400 RIDGE MCINTIRE RD, Charlottesville VA"
9895,"1300 CARLTON AVE, Charlottesville VA"
9896,"1900 BLUE RIDGE RD, Charlottesville VA"
9897,"1300 LONG ST, Charlottesville VA"
9898,"1100 EMMET ST N, Charlottesville VA"
9899,"100 PENICK CT, Charlottesville VA"
9900,"200 E MAIN ST, Charlottesville VA"
9901,"1100 EMMET ST N, Charlottesville VA"
9902,"1100 GORDON AVE, Charlottesville VA"
9903,"700 FRANKLIN ST, Charlottesville VA"
9904,"100 ROBINSON WOODS, Charlottesville VA"
9905,"1100 MILLMONT ST, Charlottesville VA"
9906,"900 ROCK CREEK RD, Charlottesville VA"
9907,"700 PROSPECT AVE, Charlottesville VA"
9908,"600 BAILEY RD, Charlottesville VA"
9909,"500 CHERRY AVE, Charlottesville VA"
9910,"500 RIDGE ST, Charlottesville VA"
9911,"200 W WATER ST, Charlottesville VA"
9912,"100 2ND ST NW, Charlottesville VA"
9913,"100 LANKFORD AVE, Charlottesville VA"
9914,"1200 EMMET ST N, Charlottesville VA"
9915,"700 E MARKET ST, Charlottesville VA"
9916,"100 ALDERMAN RD, Charlottesville VA"
9917,"400 9TH ST NW, Charlottesville VA"
9918,"200 E MARKET ST, Charlottesville VA"
9919,"800 W MAIN ST, Charlottesville VA"
9920,"1500 UNIVERSITY AVE, Charlottesville VA"
9921,"100 250 BYPASS, Charlottesville VA"
9922,"1300 CARLTON AVE, Charlottesville VA"
9923,"200 4TH ST NW, Charlottesville VA"
9924," ELLIEWOOD AVE, Charlottesville VA"
9925," RUGBY RD / BARRACKS RD, Charlottesville VA"
9926,"800 PRESTON AVE, Charlottesville VA"
9927,"500 HARRIS RD, Charlottesville VA"
9928,"600 MARKET ST, Charlottesville VA"
9929,"1100 WERTLAND ST, Charlottesville VA"
9930,"1100 EMMET ST N, Charlottesville VA"
9931,"1500 UNIVERSITY AVE, Charlottesville VA"
9932,"1400 SHORT 18TH ST, Charlottesville VA"
9933,"200 RIDGE MCINTIRE RD, Charlottesville VA"
9934,"300 250 BYPASS, Charlottesville VA"
9935,"500 W MAIN ST, Charlottesville VA"
9936,"1400 GORDON AVE, Charlottesville VA"
9937,"400 E HIGH ST, Charlottesville VA"
9938,"700 ANDERSON ST, Charlottesville VA"
9939,"2100 ANGUS RD, Charlottesville VA"
9940,"1500 RUTLEDGE AVE, Charlottesville VA"
9941,"100 W MARKET ST, Charlottesville VA"
9942,"1300 CARLTON AVE, Charlottesville VA"
9943,"1900 BLUE RIDGE RD, Charlottesville VA"
9944,"700 PROSPECT AVE, Charlottesville VA"
9945,"600 7 1/2 ST SW, Charlottesville VA"
9946,"800 HARDY DR, Charlottesville VA"
9947,"1100 EMMET ST N, Charlottesville VA"
9948,"400 RIDGE MCINTIRE RD, Charlottesville VA"
9949,"200 ZAN RD, Charlottesville VA"
9950,"1500 DAIRY RD, Charlottesville VA"
9951,"1900 STADIUM RD, Charlottesville VA"
9952,"1400 PLYMOUTH RD, Charlottesville VA"
9953,"200 CARLTON RD, Charlottesville VA"
9954,"1100 OTTER ST, Charlottesville VA"
9955,"700 PROSPECT AVE, Charlottesville VA"
9956,"1100 FOREST HILLS AVE, Charlottesville VA"
9957,"600 DALE AVE, Charlottesville VA"
9958,"1100 EMMET ST N, Charlottesville VA"
9959,"200 W MAIN ST, Charlottesville VA"
9960,"900 MONTROSE AVE, Charlottesville VA"
9961,"2000 IVY RD, Charlottesville VA"
9962,"100 LANKFORD AVE, Charlottesville VA"
9963,"1600 UNIVERSITY AVE, Charlottesville VA"
9964,"600 E MAIN ST, Charlottesville VA"
9965,"100 W MAIN ST, Charlottesville VA"
9966,"1400 PLYMOUTH RD, Charlottesville VA"
9967,"600 E MARKET ST, Charlottesville VA"
9968,"1200 WERTLAND ST, Charlottesville VA"
9969,"1100 5TH ST SW, Charlottesville VA"
9970," 9TH ST NW / PAOLI ST, Charlottesville VA"
9971,"2000 MICHIE DR, Charlottesville VA"
9972,"700 ORANGEDALE AVE, Charlottesville VA"
9973,"800 W MAIN ST, Charlottesville VA"
9974,"200 W MAIN ST, Charlottesville VA"
9975,"900 PRESTON AVE, Charlottesville VA"
9976,"600 10TH ST NW, Charlottesville VA"
9977,"1200 SMITH ST, Charlottesville VA"
9978,"1300 W MAIN ST, Charlottesville VA"
9979,"1000 GROVE ST, Charlottesville VA"
9980,"900 PRESTON AVE, Charlottesville VA"
9981," MCINTIRE RD / PRESTON AVE, Charlottesville VA"
9982,"600 CABELL AVE, Charlottesville VA"
9983,"2000 HOLIDAY DR, Charlottesville VA"
9984,"1100 5TH ST SW, Charlottesville VA"
9985,"200 MASSIE RD, Charlottesville VA"
9986,"500 1ST ST S, Charlottesville VA"
9987,"1100 LOCUST AVE, Charlottesville VA"
9988,"400 250 BYPASS, Charlottesville VA"
9989,"700 STONEHENGE AVE, Charlottesville VA"
9990,"200 W MARKET ST, Charlottesville VA"
9991,"500 1ST ST S, Charlottesville VA"
9992,"1300 W MAIN ST, Charlottesville VA"
9993,"1200 EMMET ST N, Charlottesville VA"
9994,"1100 ELLIOTT AVE, Charlottesville VA"
9995,"100 2ND ST NW, Charlottesville VA"
9996,"200 E MARKET ST, Charlottesville VA"
9997,"1600 JEFFERSON PARK AVE, Charlottesville VA"
9998,"800 HARDY DR, Charlottesville VA"
9999,"1100 E MARKET ST, Charlottesville VA"
10000,"800 PRESTON AVE, Charlottesville VA"
10001,"2000 INDIA RD, Charlottesville VA"
10002,"800 CHERRY AVE, Charlottesville VA"
10003,"100 15TH ST NW, Charlottesville VA"
10004,"100 15TH ST NW, Charlottesville VA"
10005,"100 15TH ST NW, Charlottesville VA"
10006,"400 RIDGE ST, Charlottesville VA"
10007,"400 RIDGE ST, Charlottesville VA"
10008,"800 HARDY DR, Charlottesville VA"
10009,"100 BURNET ST, Charlottesville VA"
10010,"600 E MARKET ST, Charlottesville VA"
10011,"2200 JEFFERSON PARK AVE, Charlottesville VA"
10012,"2100 MICHIE DR, Charlottesville VA"
10013,"2100 MICHIE DR, Charlottesville VA"
10014,"800 W MAIN ST, Charlottesville VA"
10015,"200 STRIBLING AVE, Charlottesville VA"
10016,"100 BURNET ST, Charlottesville VA"
10017,"100 ELLIOTT AVE, Charlottesville VA"
10018,"100 LANKFORD AVE, Charlottesville VA"
10019,"200 W WATER ST, Charlottesville VA"
10020,"600 BOLLING AVE, Charlottesville VA"
10021,"100 GOODMAN ST, Charlottesville VA"
10022,"700 6TH ST SE, Charlottesville VA"
10023,"300 E MAIN ST, Charlottesville VA"
10024,"1200 W MAIN ST, Charlottesville VA"
10025,"800 AVON ST, Charlottesville VA"
10026,"500 NASSAU ST, Charlottesville VA"
10027,"600 E MARKET ST, Charlottesville VA"
10028,"1300 CARLTON AVE, Charlottesville VA"
10029,"1000 LINDEN AVE, Charlottesville VA"
10030,"1800 UNIVERSITY CIR, Charlottesville VA"
10031,"100 PEREGORY LN, Charlottesville VA"
10032,"100 2ND ST NW, Charlottesville VA"
10033,"1800 UNIVERSITY CIR, Charlottesville VA"
10034,"500 DICE ST, Charlottesville VA"
10035,"600 E MARKET ST, Charlottesville VA"
10036,"300 15TH ST NW, Charlottesville VA"
10037,"800 HARDY DR, Charlottesville VA"
10038,"2100 ANGUS RD, Charlottesville VA"
10039,"400 GARRETT ST, Charlottesville VA"
10040,"1500 CARLTON AVE, Charlottesville VA"
10041,"1200 JOHN ST, Charlottesville VA"
10042,"100 4TH ST NW, Charlottesville VA"
10043,"1100 5TH ST SW, Charlottesville VA"
10044,"1100 5TH ST SW, Charlottesville VA"
10045,"300 RIVERSIDE AVE, Charlottesville VA"
10046,"1000 GROVE ST, Charlottesville VA"
10047,"500 W MAIN ST, Charlottesville VA"
10048,"200 CAMELIA DR, Charlottesville VA"
10049,"800 ROCK CREEK RD, Charlottesville VA"
10050,"2000 MICHIE DR, Charlottesville VA"
10051,"100 15TH ST NW, Charlottesville VA"
10052,"700 WALNUT ST, Charlottesville VA"
10053,"700 PROSPECT AVE, Charlottesville VA"
10054,"500 1ST ST S, Charlottesville VA"
10055,"2000 HOLIDAY DR, Charlottesville VA"
10056,"100 E WATER ST, Charlottesville VA"
10057,"400 11TH ST NE, Charlottesville VA"
10058,"100 WITTON CT, Charlottesville VA"
10059,"200 WATER ST, Charlottesville VA"
10060,"100 LANKFORD AVE, Charlottesville VA"
10061,"1100 5TH ST SW, Charlottesville VA"
10062,"200 W MAIN ST, Charlottesville VA"
10063,"400 PARK ST, Charlottesville VA"
10064,"2100 BARRACKS RD, Charlottesville VA"
10065,"600 PRESTON AVE, Charlottesville VA"
10066,"100 MONTICELLO AVE, Charlottesville VA"
10067," 4TH ST NE/ E MARKET ST, Charlottesville VA"
10068,"100 10TH ST NW, Charlottesville VA"
10069,"1600 MELBOURNE RD, Charlottesville VA"
10070,"400 17TH ST NW, Charlottesville VA"
10071,"1600 EMMET ST N, Charlottesville VA"
10072,"900 1ST ST S, Charlottesville VA"
10073,"1600 EMMET ST N, Charlottesville VA"
10074,"700 STONEHENGE AVE, Charlottesville VA"
10075,"800 FOREST ST, Charlottesville VA"
10076,"1500 WERTLAND ST, Charlottesville VA"
10077,"500 16TH ST NW, Charlottesville VA"
10078,"1500 VIRGINIA AVE, Charlottesville VA"
10079,"1700 GRADY AVE, Charlottesville VA"
10080,"500 17TH ST NW, Charlottesville VA"
10081,"1800 UNIVERSITY CIR, Charlottesville VA"
10082,"100 UNIVERSITY WAY, Charlottesville VA"
10083,"100 MCINTIRE PARK DR, Charlottesville VA"
10084,"1000 5TH ST SW, Charlottesville VA"
10085,"100 7TH ST NE, Charlottesville VA"
10086,"1000 BROOKWOOD DR, Charlottesville VA"
10087,"500 HARRIS RD, Charlottesville VA"
10088,"100 BURNET ST, Charlottesville VA"
10089,"200 MEADE AVE, Charlottesville VA"
10090,"100 W MARKET ST, Charlottesville VA"
10091,"700 PRESTON AVE, Charlottesville VA"
10092,"600 E MARKET ST, Charlottesville VA"
10093,"500 1ST ST N, Charlottesville VA"
10094,"500 E MARKET ST, Charlottesville VA"
10095,"700 GRADY AVE, Charlottesville VA"
10096,"200 E JEFFERSON ST, Charlottesville VA"
10097,"900 MILLMONT ST, Charlottesville VA"
10098,"600 PRESTON AVE, Charlottesville VA"
10099,"1400 EMMET ST N, Charlottesville VA"
10100,"1900 JEFFERSON PARK AVE, Charlottesville VA"
10101,"500 6TH ST SE, Charlottesville VA"
10102,"600 6TH ST SE, Charlottesville VA"
10103,"1400 PLYMOUTH RD, Charlottesville VA"
10104,"1600 JEFFERSON PARK AVE, Charlottesville VA"
10105,"1600 JEFFERSON PARK AVE, Charlottesville VA"
10106,"1600 JEFFERSON PARK AVE, Charlottesville VA"
10107,"1900 JEFFERSON PARK AVE, Charlottesville VA"
10108,"200 OLD LYNCHBURG RD, Charlottesville VA"
10109,"100 WASHINGTON AVE, Charlottesville VA"
10110,"1400 MEADOWBROOK RD, Charlottesville VA"
10111,"800 HARDY DR, Charlottesville VA"
10112,"1200 CEDARS CT, Charlottesville VA"
10113,"1000 LINDEN AVE, Charlottesville VA"
10114,"1200 CEDARS CT, Charlottesville VA"
10115,"200 RIDGE MCINTIRE RD, Charlottesville VA"
10116,"1600 MULBERRY AVE, Charlottesville VA"
10117,"500 6TH ST SE, Charlottesville VA"
10118,"600 6TH ST SE, Charlottesville VA"
10119,"600 6TH ST SE, Charlottesville VA"
10120,"100 GARRETT ST, Charlottesville VA"
10121,"1800 JEFFERSON PARK AVE, Charlottesville VA"
10122,"200 ZAN RD, Charlottesville VA"
10123,"100 GREENWICH CT, Charlottesville VA"
10124,"100 4TH ST SE, Charlottesville VA"
10125,"1600 GORDON AVE, Charlottesville VA"
10126,"900 NASSAU ST, Charlottesville VA"
10127,"200 E WATER ST, Charlottesville VA"
10128,"500 1ST ST S, Charlottesville VA"
10129,"300 5TH ST SW, Charlottesville VA"
10130,"200 RIDGE ST, Charlottesville VA"
