,Address
1443,"227 W MAIN ST, Charlottesville VA"
1444," ROANOKE POLICE DEPT, Charlottesville VA"
1445,"2111 MICHIE DR 116, Charlottesville VA"
1446,"208 E MAIN ST, Charlottesville VA"
1447,"208 E MAIN ST, Charlottesville VA"
1448,"750 HARRIS ST 101, Charlottesville VA"
1449,"1611 MADISON AVE B, Charlottesville VA"
1450,"1611 MADISON AVE B, Charlottesville VA"
1451,"1610 AVON STREET EXT, Charlottesville VA"
1452,"1610 AVON ST, Charlottesville VA"
1453,"7653 ROCKFISH GAP TPKE, Charlottesville VA"
1454,"606 E MARKET ST, Charlottesville VA"
1455,"606 E MARKET ST, Charlottesville VA"
1456,"945 EMMET ST N, Charlottesville VA"
1457,"10005 SPOTSWOOD TRAIL, Charlottesville VA"
1458,"606 E MARKET ST, Charlottesville VA"
1459,"116 PENICK CT, Charlottesville VA"
1460,"918 ANDERSON ST, Charlottesville VA"
1461,"160 PEREGORY LN, Charlottesville VA"
1462,"834 MONTICELLO RD, Charlottesville VA"
1463,"201 E MAIN ST, Charlottesville VA"
1464,"201 E MAIN ST, Charlottesville VA"
1465,"223 E MAIN ST, Charlottesville VA"
1466,"801 E MARKET ST, Charlottesville VA"
1467,"1412 E HIGH ST, Charlottesville VA"
1468,"400 W MAIN ST, Charlottesville VA"
1469,"317 E MAIN ST, Charlottesville VA"
1470,"1500 CARLTON AVE 18, Charlottesville VA"
1471,"1517 UNIVERSITY AVE, Charlottesville VA"
1472,"16 ELLIEWOOD AVE, Charlottesville VA"
1473," UNIVERSITY AVE, Charlottesville VA"
1474," UNIVERSITY AVE, Charlottesville VA"
1475," UNIVERSITY AVE, Charlottesville VA"
1476," UNIVERSITY AVE, Charlottesville VA"
1477,"200 EMAIN ST, Charlottesville VA"
1478,"163 CHANCELLOR ST 5, Charlottesville VA"
1479,"10005 SPOTSWOOD TRAIL, Charlottesville VA"
1480,"160 PEREGORY LN, Charlottesville VA"
1481,"160 PEREGORY LN, Charlottesville VA"
1482,"160 PEREGORY LN, Charlottesville VA"
1483,"115 AZALEA DR, Charlottesville VA"
1484,"115 AZALEA DR, Charlottesville VA"
1485,"160 PEREGORY LN, Charlottesville VA"
1486," 2ND ST SE, Charlottesville VA"
1487,"160 PEREGORY LN, Charlottesville VA"
1488,"218 WMARKET ST, Charlottesville VA"
1489,"101 E MARKET ST, Charlottesville VA"
1490,"748 PROSPECT AVE, Charlottesville VA"
1491,"401 MCINTIRE RD, Charlottesville VA"
1492,"207 RIDGE ST, Charlottesville VA"
1493,"207 RIDGE ST, Charlottesville VA"
1494,"207 RIDGE ST, Charlottesville VA"
1495,"606 E MARKET ST, Charlottesville VA"
1496,"401 4TH ST NW 306, Charlottesville VA"
1497,"800 ROSE HILL DR, Charlottesville VA"
1498,"800 ROSE HILL DR, Charlottesville VA"
1499,"800 ROSE HILL DR, Charlottesville VA"
1500,"1430 WILTON FARM RD, Charlottesville VA"
1501,"1430 WILTON FARM RD, Charlottesville VA"
1502,"1430 WILTON FARM RD, Charlottesville VA"
1503,"1600 5TH ST, Charlottesville VA"
1504,"2104 JEFFERSON PARK AVE, Charlottesville VA"
1505,"700 HARRIS ST, Charlottesville VA"
1506,"700 HARRIS ST, Charlottesville VA"
1507,"123 E MAIN ST, Charlottesville VA"
1508,"208 E MAIN ST, Charlottesville VA"
1509,"4130 RICHMOND RD, Charlottesville VA"
1510,"615 E WATER ST, Charlottesville VA"
1511,"750 HARRIS ST 101, Charlottesville VA"
1512,"100 RIDGE ST 101, Charlottesville VA"
1513,"504 6TH ST SE, Charlottesville VA"
1514,"1131 5TH ST SW, Charlottesville VA"
1515,"1131 5TH ST SW, Charlottesville VA"
1516,"606 E MARKET ST, Charlottesville VA"
1517,"606 E MARKET ST, Charlottesville VA"
1518,"600 PRESTON AVE, Charlottesville VA"
1519," HENRICO CO POLICE DEPT, Charlottesville VA"
1520,"740 PROSPECT AVE F, Charlottesville VA"
1521,"740 PROSPECT AVE F, Charlottesville VA"
1522,"1337 CARLTON AVE, Charlottesville VA"
1523," EMARKET ST, Charlottesville VA"
1524,"834 MONTICELLO RD, Charlottesville VA"
1525,"511 PATON ST, Charlottesville VA"
1526,"4301 E PARHAM RD, Charlottesville VA"
1527,"810 W MAIN ST, Charlottesville VA"
1528,"1416 BRIARCLIFF AVE A, Charlottesville VA"
1529,"606 E MARKET ST, Charlottesville VA"
1530,"606 E MARKET ST, Charlottesville VA"
1531,"4340 PRESIDENTS RD, Charlottesville VA"
1532,"120 E MAIN ST A, Charlottesville VA"
1533,"1600 5TH ST, Charlottesville VA"
1534,"1317 EMARKET ST, Charlottesville VA"
1535,"315 E HIGH ST, Charlottesville VA"
1536,"200 W MAIN ST, Charlottesville VA"
1537,"200 W MAIN ST, Charlottesville VA"
1538,"1600 RIO RD E, Charlottesville VA"
1539,"160 PEREGORY LN, Charlottesville VA"
1540,"160 PEREGORY LN, Charlottesville VA"
1541,"606 E MARKET ST, Charlottesville VA"
1542,"160 PEREGORY LN, Charlottesville VA"
1543,"160 PEREGORY LN, Charlottesville VA"
1544,"160 PEREGORY LN, Charlottesville VA"
1545,"1400 GRADY AVE, Charlottesville VA"
1546,"1400 GRADY AVE, Charlottesville VA"
1547,"160 PEREGORY LN, Charlottesville VA"
1548,"116 W BEVERLEY ST, Charlottesville VA"
1549,"361 DANIELS _GRE_ RD, Charlottesville VA"
1550,"361 DANIELS _GRE_ RD, Charlottesville VA"
1551,"160 PEREGORY LN, Charlottesville VA"
1552,"750 HARRIS ST 207, Charlottesville VA"
1553,"750 HARRIS ST 207, Charlottesville VA"
1554,"750 HARRIS ST 207, Charlottesville VA"
1555,"94 COURTHOUSE _NEL_ SQ, Charlottesville VA"
1556,"853 WMAIN ST, Charlottesville VA"
1557,"700 E MAIN ST, Charlottesville VA"
1558,"37 E TABB ST, Charlottesville VA"
1559,"1610 AVON STREET EXT, Charlottesville VA"
1560,"750 HARRIS ST 202, Charlottesville VA"
1561,"424 RIVERSIDE AVE, Charlottesville VA"
1562,"906 PAOLI ST B, Charlottesville VA"
1563,"975 EMMET ST N, Charlottesville VA"
1564,"606 E MARKET ST, Charlottesville VA"
1565,"416 GARRETT ST D, Charlottesville VA"
1566,"606 E MARKET ST, Charlottesville VA"
1567,"160 PEREGORY LN, Charlottesville VA"
1568,"401 E MAIN ST, Charlottesville VA"
1569,"401 E MAIN ST, Charlottesville VA"
1570,"1300 WMAIN ST, Charlottesville VA"
1571,"1300 WMAIN ST, Charlottesville VA"
1572,"100 W MAIN ST, Charlottesville VA"
1573,"100 W MAIN ST, Charlottesville VA"
1574,"100 W MAIN ST, Charlottesville VA"
1575,"9 ELLIEWOOD AVE, Charlottesville VA"
1576,"9 ELLIEWOOD AVE, Charlottesville VA"
1577,"298 RIVERSIDE AVE, Charlottesville VA"
1578,"201 E MAIN ST, Charlottesville VA"
1579,"127 LEE HWY, Charlottesville VA"
1580,"606 E MARKET ST, Charlottesville VA"
1581,"600 EWATER ST, Charlottesville VA"
1582," FAIRWAY AVE, Charlottesville VA"
1583,"1517 UNIVERSITY AVE, Charlottesville VA"
1584,"1517 UNIVERSITY AVE, Charlottesville VA"
1585,"100 MINOR COURT LN, Charlottesville VA"
1586,"1450 AVON ST, Charlottesville VA"
1587,
1588,"1416 VINE ST, Charlottesville VA"
1589,"1416 VINE ST, Charlottesville VA"
1590,"1416 VINE ST, Charlottesville VA"
1591,
1592,"504 E MARKET ST, Charlottesville VA"
1593,"1511 UNIVERSITY AVE, Charlottesville VA"
1594,"112 W MARKET ST, Charlottesville VA"
1595,"766 ORANGEDALE AVE, Charlottesville VA"
1596,"826 HARDY DR A, Charlottesville VA"
1597,"826 HARDY DR A, Charlottesville VA"
1598," 5TH ST SW @ RIDGE ST, Charlottesville VA"
1599," 5TH ST SW @ RIDGE ST, Charlottesville VA"
1600," 5TH ST SW @ RIDGE ST, Charlottesville VA"
1601," 5TH ST SW @ RIDGE ST, Charlottesville VA"
1602,"830 HARDY DR D, Charlottesville VA"
1603,"201 E MAIN ST, Charlottesville VA"
1604,"401 4TH ST NW, Charlottesville VA"
1605,"1201 WMAIN ST 428, Charlottesville VA"
1606,"606 E MARKET ST, Charlottesville VA"
1607,"524 HARRIS RD 154, Charlottesville VA"
1608,"524 HARRIS RD 154, Charlottesville VA"
1609,"120 LONGWOOD DR B, Charlottesville VA"
1610,"120 LONGWOOD DR B, Charlottesville VA"
1611,"800 HARDY DR, Charlottesville VA"
1612,"750 HARRIS ST, Charlottesville VA"
1613,"1116 LOCUST AVE, Charlottesville VA"
1614,"1116 LOCUST AVE, Charlottesville VA"
1615,"1505 UNIVERSITY AVE, Charlottesville VA"
1616,"306 AZALEA DR, Charlottesville VA"
1617,"1610 AVON ST, Charlottesville VA"
1618,"2201 ANGUS RD 22, Charlottesville VA"
1619,"11350 PORTER _ORA_ RD, Charlottesville VA"
1620,"1313 HAMPTON ST, Charlottesville VA"
1621,"1313 HAMPTON ST, Charlottesville VA"
1622,"1 TH ST NW, Charlottesville VA"
1623,"13043 WEST JAMES ANDERSON HIGHWAY, Charlottesville VA"
1624,"13043 WEST JAMES ANDERSON HIGHWAY, Charlottesville VA"
1625,"606 E MARKET ST, Charlottesville VA"
1626,"606 E MARKET ST, Charlottesville VA"
1627,"606 E MARKET ST, Charlottesville VA"
1628,"606 E MARKET ST, Charlottesville VA"
1629,"2111 MICHIE DR, Charlottesville VA"
1630,"13021 JAMES MADISON HWY, Charlottesville VA"
1631,"160 PEREGORY LN, Charlottesville VA"
1632,"160 PEREGORY LN, Charlottesville VA"
1633,"160 PEREGORY LN, Charlottesville VA"
1634,"160 PEREGORY LN, Charlottesville VA"
1635,"160 PEREGORY LN, Charlottesville VA"
1636,"160 PEREGORY LN, Charlottesville VA"
1637,"2733 MCELROY DR, Charlottesville VA"
1638,"1112 GORDON AVE, Charlottesville VA"
1639,"112 W MARKET ST, Charlottesville VA"
1640,"112 W MARKET ST, Charlottesville VA"
1641,"3301 HAMMOND DR, Charlottesville VA"
1642,"3301 HAMMOND DR, Charlottesville VA"
1643,"3301 HAMMOND DR, Charlottesville VA"
1644,"1610 AVON STREET EXT, Charlottesville VA"
1645,"770 HARRIS ST 202, Charlottesville VA"
1646,"826 HARDY DR A, Charlottesville VA"
1647,"1610 AVON STREET EXT EXT, Charlottesville VA"
1648,"1610 AVON STREET EXT EXT, Charlottesville VA"
1649,"1610 AVON STREET EXT EXT, Charlottesville VA"
1650,"606 E MARKET ST, Charlottesville VA"
1651,"601 PRESTON AVE, Charlottesville VA"
1652,"1159 EMMET ST N, Charlottesville VA"
1653,"160 PEREGORY LN, Charlottesville VA"
1654,"160 PEREGORY LN, Charlottesville VA"
1655,"160 PEREGORY LN, Charlottesville VA"
1656,"606 E MARKET ST, Charlottesville VA"
1657,"732 MADISON AVE B, Charlottesville VA"
1658,"315 E HIGH ST, Charlottesville VA"
1659,"315 E HIGH ST, Charlottesville VA"
1660," ROCKINGHAM CO SO, Charlottesville VA"
1661," ROCKINGHAM CO SO, Charlottesville VA"
1662,"1500 CARLTON AVE 3, Charlottesville VA"
1663,"2115 HILL ST, Charlottesville VA"
1664,"2115 HILL ST, Charlottesville VA"
1665,"1106 WMAIN ST, Charlottesville VA"
1666,"310 W MAIN ST, Charlottesville VA"
1667,"123 E MAIN ST, Charlottesville VA"
1668,"123 E MAIN ST, Charlottesville VA"
1669,"606 E MARKET ST, Charlottesville VA"
1670,"606 E MARKET ST, Charlottesville VA"
1671,"160 PEREGORY LN, Charlottesville VA"
1672,"160 PEREGORY LN, Charlottesville VA"
1673,"109 LANKFORD AVE, Charlottesville VA"
1674,"109 LANKFORD AVE, Charlottesville VA"
1675,"606 E MARKET ST, Charlottesville VA"
1676," BUCKINGHAM SHERIFF'S OFC, Charlottesville VA"
1677," RUGBY RD, Charlottesville VA"
1678,"1150 NORTHWEST DR, Charlottesville VA"
1679,"953 EMMET ST N, Charlottesville VA"
1680,"1610 AVON STREET EXT, Charlottesville VA"
1681,"311 EMARKET ST 8, Charlottesville VA"
1682,"1159 EMMET ST N, Charlottesville VA"
1683,"1100 5TH ST SW, Charlottesville VA"
1684,"1610 AVON STREET EXT, Charlottesville VA"
1685,"1610 AVON STREET EXT, Charlottesville VA"
1686,"1100 CHERRY ST, Charlottesville VA"
1687," EMMET ST N, Charlottesville VA"
1688,
1689,"938 5TH ST SW, Charlottesville VA"
1690,"606 E MARKET ST, Charlottesville VA"
1691,
1692,"160 PEREGORY LN, Charlottesville VA"
1693,"750 HARRIS ST 101, Charlottesville VA"
1694,"1401 UNIVERSITY AVE, Charlottesville VA"
1695,"222 E MAIN ST, Charlottesville VA"
1696,"606 E MARKET ST, Charlottesville VA"
1697,"750 HARRIS ST 101, Charlottesville VA"
1698,"750 HARRIS ST 101, Charlottesville VA"
1699,"1620 AMHERST ST, Charlottesville VA"
1700,"811 HARDY DR E, Charlottesville VA"
1701,"811 HARDY DR E, Charlottesville VA"
1702,"811 HARDY DR E, Charlottesville VA"
1703,"811 HARDY DR E, Charlottesville VA"
1704,"811 HARDY DR E, Charlottesville VA"
1705,"606 E MARKET ST, Charlottesville VA"
1706,"606 E MARKET ST, Charlottesville VA"
1707,"112 W MARKET ST, Charlottesville VA"
1708,
1709,"127 LEE HWY, Charlottesville VA"
1710,"112 OLD LYNCHBURG RD, Charlottesville VA"
1711,"112 OLD LYNCHBURG RD, Charlottesville VA"
1712,"1610 AVON STREET EXT, Charlottesville VA"
1713,"100 5TH ST NE, Charlottesville VA"
1714,"720 NALLE ST 1, Charlottesville VA"
1715,"720 NALLE ST 1, Charlottesville VA"
1716,"1000 5TH ST SW, Charlottesville VA"
1717,"1000 5TH ST SW, Charlottesville VA"
1718,"606 E MARKET ST, Charlottesville VA"
1719,"1610 AVON STREET EXT, Charlottesville VA"
1720,"1610 AVON STREET EXT, Charlottesville VA"
1721,"112 W MARKET ST, Charlottesville VA"
1722,"159 W GRATTAN _HAR_ ST, Charlottesville VA"
1723,"100 MONTICELLO AVE, Charlottesville VA"
1724,"1113 5TH ST SW, Charlottesville VA"
1725,"1113 5TH ST SW, Charlottesville VA"
1726,"1113 5TH ST SW, Charlottesville VA"
1727,"250 S WAYNE AVE, Charlottesville VA"
1728,"160 PEREGORY LN, Charlottesville VA"
1729,"70 S MAIN ST, Charlottesville VA"
1730,"112 W MARKET ST, Charlottesville VA"
1731,"300 MCINTIRE RD, Charlottesville VA"
1732,"300 MCINTIRE RD, Charlottesville VA"
1733,"1000 PAGE ST, Charlottesville VA"
1734,"1700 JEFFERSON PARK AVE, Charlottesville VA"
1735,"1700 JEFFERSON PARK AVE, Charlottesville VA"
1736,"985 ROCK CREEK RD, Charlottesville VA"
1737,"101 E MARKET ST, Charlottesville VA"
1738,"12300 LEE JACKSON MEMORIAL, Charlottesville VA"
1739,"606 E MARKET ST, Charlottesville VA"
1740,"705 FOREST ST, Charlottesville VA"
1741,"422 GARRETT ST D, Charlottesville VA"
1742,"422 GARRETT ST D, Charlottesville VA"
1743,"606 E MARKET ST, Charlottesville VA"
1744,
1745,"1517 UNIVERSITY AVE, Charlottesville VA"
1746," MEADE AVE, Charlottesville VA"
1747,"123 E MAIN ST, Charlottesville VA"
1748,"606 E MARKET ST, Charlottesville VA"
1749,"750 HARRIS ST 207, Charlottesville VA"
1750,"750 HARRIS ST 207, Charlottesville VA"
1751,"353 10TH ST NW D, Charlottesville VA"
1752,"353 10TH ST NW D, Charlottesville VA"
1753,"353 10TH ST NW D, Charlottesville VA"
1754,"353 10TH ST NW D, Charlottesville VA"
1755,"826 HARDY DR A, Charlottesville VA"
1756,"904 HENRY AVE, Charlottesville VA"
1757,"1215 LEE ST, Charlottesville VA"
1758,"811 HARDY DR B, Charlottesville VA"
1759,"1610 AVON ST, Charlottesville VA"
1760,"1610 AVON ST, Charlottesville VA"
1761,"1610 AVON ST, Charlottesville VA"
1762,"1600 AVON ST, Charlottesville VA"
1763,"817 HARDY DR D, Charlottesville VA"
1764,"817 HARDY DR D, Charlottesville VA"
1765,"606 E MARKET ST, Charlottesville VA"
1766,"100 W JEFFERSON ST, Charlottesville VA"
1767,"632 RIDGE ST, Charlottesville VA"
1768,"632 RIDGE ST, Charlottesville VA"
1769,"606 E MARKET ST, Charlottesville VA"
1770,"907 CHARLTON AVE, Charlottesville VA"
1771,"1904 EMMET ST N, Charlottesville VA"
1772,"160 PEREGORY LN, Charlottesville VA"
1773,"2111 MICHIE DR 21, Charlottesville VA"
1774,"2111 MICHIE DR 21, Charlottesville VA"
1775,"2111 MICHIE DR 21, Charlottesville VA"
1776,"606 E MARKET ST, Charlottesville VA"
1777,"2111 MICHIE DR 21, Charlottesville VA"
1778,"1610 AVON STREET EXT, Charlottesville VA"
1779,"1610 AVON STREET EXT, Charlottesville VA"
1780,"1610 AVON STREET EXT, Charlottesville VA"
1781,"1610 AVON STREET EXT, Charlottesville VA"
1782,"1610 AVON STREET EXT, Charlottesville VA"
1783,"1610 AVON STREET EXT, Charlottesville VA"
1784,"2111 MICHIE DR 21, Charlottesville VA"
1785,
1786,
1787,
1788,
1789,
1790,
1791,
1792," <UNKNOWN>, Charlottesville VA"
1793,"1519 UNIVERSITY AVE, Charlottesville VA"
1794," WMAIN ST, Charlottesville VA"
1795," WMAIN ST, Charlottesville VA"
1796," WMAIN ST, Charlottesville VA"
1797,"120 13TH ST NW 4, Charlottesville VA"
1798,"606 E MARKET ST, Charlottesville VA"
1799,"1112 GORDON AVE B, Charlottesville VA"
1800,"1112 GORDON AVE, Charlottesville VA"
1801,"504 11TH ST NW, Charlottesville VA"
1802,"504 11TH ST NW, Charlottesville VA"
1803,"504 11TH ST NW, Charlottesville VA"
1804,"504 11TH ST NW, Charlottesville VA"
1805,"504 11TH ST NW, Charlottesville VA"
1806,"504 11TH ST NW, Charlottesville VA"
1807,"500 1ST ST S 510, Charlottesville VA"
1808,"414 GARRETT ST F, Charlottesville VA"
1809,"414 GARRETT ST F, Charlottesville VA"
1810,"414 GARRETT ST F, Charlottesville VA"
1811,"414 GARRETT ST F, Charlottesville VA"
1812,"414 GARRETT ST F, Charlottesville VA"
1813,"1519 UNIVERSITY AVE, Charlottesville VA"
1814,"1325 W MAIN ST, Charlottesville VA"
1815,"1325 W MAIN ST, Charlottesville VA"
1816,"1519 UNIVERSITY AVE, Charlottesville VA"
1817,"1519 UNIVERSITY AVE, Charlottesville VA"
1818,"160 PEREGORY LN, Charlottesville VA"
1819,"1154 5TH ST SW, Charlottesville VA"
1820,
1821,"1904 EMMET ST N, Charlottesville VA"
1822,"530 CLEVELAND AVE B, Charlottesville VA"
1823,"530 CLEVELAND AVE B, Charlottesville VA"
1824,"530 CLEVELAND AVE B, Charlottesville VA"
1825,"530 CLEVELAND AVE B, Charlottesville VA"
1826,"16 ELLIEWOOD AVE, Charlottesville VA"
1827,"16 ELLIEWOOD AVE, Charlottesville VA"
1828,"16 ELLIEWOOD AVE, Charlottesville VA"
1829,"301 7 1/2 ST SW 2, Charlottesville VA"
1830,"2161 BARRACKS RD, Charlottesville VA"
1831,"2161 BARRACKS RD, Charlottesville VA"
1832,"1154 5TH ST SW, Charlottesville VA"
1833,"324 CAROLINE AVE A, Charlottesville VA"
1834,"324 CAROLINE AVE A, Charlottesville VA"
1835,"768 PROSPECT AVE C, Charlottesville VA"
1836,"1215 LEE ST, Charlottesville VA"
1837,"1154 5TH ST SW, Charlottesville VA"
1838,"836 HARDY DR F, Charlottesville VA"
1839,"160 PEREGORY LA, Charlottesville VA"
1840,"203 RIDGE ST, Charlottesville VA"
1841,"801 E MARKET ST, Charlottesville VA"
1842,"722 PRESTON AVE, Charlottesville VA"
1843,"722 PRESTON AVE, Charlottesville VA"
1844,"722 PRESTON AVE, Charlottesville VA"
1845,"1602 MONTICELLO AVE A, Charlottesville VA"
1846,"160 PEREGORY LN, Charlottesville VA"
1847,"160 PEREGORY LN, Charlottesville VA"
1848,"826 HARDY DR, Charlottesville VA"
1849,"1600 5TH ST, Charlottesville VA"
1850,"11350 PORTER _ORA_ RD, Charlottesville VA"
1851,"112 W MARKET ST, Charlottesville VA"
1852,"1610 AVON STREET EXT, Charlottesville VA"
1853,"3621 GARTH RD, Charlottesville VA"
1854,"818 MONTROSE AVE, Charlottesville VA"
1855,"910 BING LN, Charlottesville VA"
1856,"465 LEGO DR, Charlottesville VA"
1857,"700 6TH ST SE, Charlottesville VA"
1858,"110 LANKFORD AVE, Charlottesville VA"
1859,"606 PERGORY, Charlottesville VA"
1860,"606 PERGORY, Charlottesville VA"
1861,"160 PEREGORY LN, Charlottesville VA"
1862,"160 PEREGORY LN, Charlottesville VA"
1863,"160 PEREGORY LN, Charlottesville VA"
1864,"160 PEREGORY LN, Charlottesville VA"
1865,"227 HARTMANS MILL RD, Charlottesville VA"
1866,"227 HARTMANS MILL RD, Charlottesville VA"
1867,"160 PEREGORY LN, Charlottesville VA"
1868,"160 PEREGORY LN, Charlottesville VA"
1869,"160 PEREGORY LN, Charlottesville VA"
1870,"160 PEREGORY LN, Charlottesville VA"
1871,"809 NASSAU ST, Charlottesville VA"
1872,"809 NASSAU ST, Charlottesville VA"
1873,"606 E MARKET ST, Charlottesville VA"
1874,"16 ELLIEWOOD AVE, Charlottesville VA"
1875,"16 ELLIEWOOD AVE, Charlottesville VA"
1876,"112 WMAIN ST, Charlottesville VA"
1877,"101 E MARKET ST, Charlottesville VA"
1878,"101 E MARKET ST, Charlottesville VA"
1879,"606 E MARKET ST, Charlottesville VA"
1880,"606 E MARKET ST, Charlottesville VA"
1881,"2208 WAYNE AVE, Charlottesville VA"
1882,"1610 AVON STREET EXT, Charlottesville VA"
1883,"606 E MARKET ST, Charlottesville VA"
1884,"1610 AVON STREET EXT, Charlottesville VA"
1885,"1610 AVON STREET EXT, Charlottesville VA"
1886,"1610 AVON STREET EXT, Charlottesville VA"
1887,"1610 AVON STREET EXT, Charlottesville VA"
1888,
1889,"13021 JAMES MADISON _ORA_ HWY, Charlottesville VA"
1890,"350 TECHNOLOGY DR, Charlottesville VA"
1891,"816 AVON ST B, Charlottesville VA"
1892,"800 RIDGE ST, Charlottesville VA"
1893,"1600 5TH ST, Charlottesville VA"
1894,"10 E MARKET ST, Charlottesville VA"
1895," 2ND ST NE, Charlottesville VA"
1896,"766 PROSPECT AVE H, Charlottesville VA"
1897,
1898,"606 E MARKET ST, Charlottesville VA"
1899,"1600 6TH ST SE, Charlottesville VA"
1900,"1600 6TH ST SE, Charlottesville VA"
1901,"417 W MAIN ST, Charlottesville VA"
1902,"1155 CROZET AVE, Charlottesville VA"
1903,"1155 CROZET AVE, Charlottesville VA"
1904,"759 RIDGE ST, Charlottesville VA"
1905,"606 E MARKET ST, Charlottesville VA"
1906,"1610 AVON STREET EXT, Charlottesville VA"
1907,"213 2ND ST SW, Charlottesville VA"
1908,"213 2ND ST SW, Charlottesville VA"
1909,"200 W SOUTH ST, Charlottesville VA"
1910,"1619 UNIVERSITY AVE, Charlottesville VA"
1911,"1619 UNIVERSITY AVE, Charlottesville VA"
1912,"816 CHERRY AVE 1, Charlottesville VA"
1913,"160 PEREGORY LN, Charlottesville VA"
1914,"304 AZALEA DR, Charlottesville VA"
1915,"304 AZALEA DR, Charlottesville VA"
1916,"304 AZALEA DR, Charlottesville VA"
1917,"304 AZALEA DR, Charlottesville VA"
1918,"822 HARDY DR F, Charlottesville VA"
1919," <UNKNOWN>, Charlottesville VA"
1920,"852 W MAIN ST, Charlottesville VA"
1921,"703 PROSPECT AVE, Charlottesville VA"
1922,"703 PROSPECT AVE, Charlottesville VA"
1923,"720 PROSPECT AVE E, Charlottesville VA"
1924,"1210 AVON ST, Charlottesville VA"
1925,
1926,"9 ELLIEWOOD AVE, Charlottesville VA"
1927,"322 E MAIN ST, Charlottesville VA"
1928,"201 E MAIN ST, Charlottesville VA"
1929,"706 MASON ST A, Charlottesville VA"
1930,"700 E MAIN ST, Charlottesville VA"
1931,"754 PROSPECT AVE E, Charlottesville VA"
1932,"200 EWATER ST, Charlottesville VA"
1933,"200 EWATER ST, Charlottesville VA"
1934,"820 CHERRY AVE, Charlottesville VA"
1935,"1611 MADISON AVE, Charlottesville VA"
1936,"606 E MARKET ST, Charlottesville VA"
1937,"801 E MARKET ST, Charlottesville VA"
1938,"1610 AVON STREET EXT, Charlottesville VA"
1939,"340 RIVERSIDE AVE, Charlottesville VA"
1940,"1600 AVON STREET EXT, Charlottesville VA"
1941,"160 PEREGORY LN, Charlottesville VA"
1942,
1943,"606 E MARKET ST, Charlottesville VA"
1944,"1610 AVON ST, Charlottesville VA"
1945,"706 NASSAU ST, Charlottesville VA"
1946,"7721 E PARHAM RD, Charlottesville VA"
1947," GRADY AVE, Charlottesville VA"
1948," GRADY AVE, Charlottesville VA"
1949,"1159 EMMET ST N, Charlottesville VA"
1950,"606 E MARKET ST, Charlottesville VA"
1951,"1514 WESTWOOD RD, Charlottesville VA"
1952,"1514 WESTWOOD RD, Charlottesville VA"
1953,"205 BURTON CT, Charlottesville VA"
1954,"524 HARRIS RD, Charlottesville VA"
1955,"524 HARRIS RD, Charlottesville VA"
1956,"502 W MAIN ST, Charlottesville VA"
1957,"250 SWAYNE _WAY_ AVE, Charlottesville VA"
1958,"1801 JEFFERSON PARK AVE 5, Charlottesville VA"
1959,"1610 AVON STREET EXT, Charlottesville VA"
1960,"160 PEREGORY LN, Charlottesville VA"
1961,"1159 MILLMONT ST, Charlottesville VA"
1962,"160 PEREGORY LN, Charlottesville VA"
1963,"160 PEREGORY LN, Charlottesville VA"
1964,"160 PEREGORY LN, Charlottesville VA"
1965,"160 PEREGORY LN, Charlottesville VA"
1966,"160 PEREGORY LN, Charlottesville VA"
1967,"160 PEREGORY LN, Charlottesville VA"
1968,"160 PEREGORY LN, Charlottesville VA"
1969,"160 PEREGORY LN, Charlottesville VA"
1970,"160 PEREGORY LN, Charlottesville VA"
1971,"160 PEREGORY LN, Charlottesville VA"
1972,"160 PEREGORY LN, Charlottesville VA"
1973,"160 PEREGORY LN, Charlottesville VA"
1974,"160 PEREGORY LN, Charlottesville VA"
1975,"208 E MAIN ST, Charlottesville VA"
1976,"400 GARRETT ST B, Charlottesville VA"
1977,"2011 HOLIDAY DR 106, Charlottesville VA"
1978,"416 4TH ST NW, Charlottesville VA"
1979,"701 E WATER ST, Charlottesville VA"
1980,"150 JUNCTION LN, Charlottesville VA"
1981,"150 JUNCTION LN, Charlottesville VA"
1982,"150 JUNCTION LN, Charlottesville VA"
1983,"600 MASON ST, Charlottesville VA"
1984,"150 CHANCELLOR ST, Charlottesville VA"
1985,"150 CHANCELLOR ST, Charlottesville VA"
1986,"1700 STADIUM RD, Charlottesville VA"
1987,"1700 STADIUM RD, Charlottesville VA"
1988,"1700 STADIUM RD, Charlottesville VA"
1989,"1700 STADIUM RD, Charlottesville VA"
1990,"1700 STADIUM RD, Charlottesville VA"
1991,"1700 STADIUM RD, Charlottesville VA"
1992,"79 JEFFERSON _FLU_ DR, Charlottesville VA"
1993,"6776 CARTERSVILLE ROAD, Charlottesville VA"
1994,"1400 UNIVERSITY AVE, Charlottesville VA"
1995,"1427 UNIVERSITY AVE, Charlottesville VA"
1996,"207 RIDGE ST, Charlottesville VA"
1997,"160 PEREGORY LN, Charlottesville VA"
1998,"1505 UNIVERSITY AVE, Charlottesville VA"
1999,"1505 UNIVERSITY AVE, Charlottesville VA"
2000,"1200 EMMET ST N, Charlottesville VA"
2001," ELLIOTT AVE, Charlottesville VA"
2002,"219 EMAIN ST, Charlottesville VA"
2003,"515 NASSAU ST, Charlottesville VA"
2004,"750 HARRIS ST, Charlottesville VA"
2005,"1337 CARLTON AVE, Charlottesville VA"
2006,"1337 CARLTON AVE, Charlottesville VA"
